title,description
Terredora Fiano di Avellino DOCG 2021," Terredora Fiano di Avellino DOCGHeard of Fiano grapes? This bottle from Campania, Italy is brimming with 100% Fiano grapes! Light straw yellow colour and elegant perfumes with floral, fruity bouquet and pleasant mineral hints that aging enriches with resin sensations and honey flavours. On the palate, it is dry, elegant, with lively acidity, well-structured and balanced. Attractive for its aromatic persistence, exalting the long sensations of peach and ripe pear will reward a few years of cellaring.Juice is held on skins for several hours prior to gentle pressing to maximize the flavours. Fermented at cool temperatures with selected yeasts in stainless steel tanks. Aged on its lees for several weeks.I FEEL FANCY! THE perfect white for our seafood lunch! Either steamed or grill scallops, lobsters and prawns. YUM. We even kept some leftover wine for the next day to pair with our '白米粉‘！(White bee hoon) where we had lala and fish fried in. Pretty versatile, GREAT for parties and even good to drink on its own.13.5% AWARDS & ACCOLADES“This is extremely minerally with lots of lemon rind and spiced apple character and some green payaya. Full body, plenty of flavor and an intense finish. Fantastic Fiano this year. Drink now.” -James Suckling Wanna learn more about Fiano grapes? "
Isole e Olena Chardonnay IGT 2019," Isole e Olena Chardonnay IGT Buttery, oaky, sensational. An instant winner for all you hedonists! You've got to taste it to truly understand just how gorgeous this Chardonnay is...Golden colour. Rich and enticing aromas of toasted almonds with buttery and vanilla notes. The bouquet also offers white stone and tropical fruit aromas, with white peach, canary melon, green apple and asian pear coming to the fore. The palate balances ripe fruits with butter, vanilla, honeyed brioche and complex minerality. Full-bodied, rich and creamy texture of the palate extends through to a long finish.The Toscana Chardonnay Private Collection of Isole e Olena is born from vineyards located in the Florentine municipality of Barberino Val d'Elsa. Paolo De Marchi grafted Chardonnay onto existing vines on the Isole e Olena estate and 1987 became the first vintage of the 'Collezione De Marchi Chardonnay'. In 1989, a new vineyard was planted with five different clones from Burgundy (planted at a density of 5,000 vines per hectare), which came into full production from the 1994 harvest. Produced entirely with carefully picked and hand-selected Chardonnay grapes. After the classic white winemaking processes and fermentation in barrel, the wine remains on the lees in oak barrels, of which one third were new, for approximately 10–12 months. The wine was stirred occasionally during the first 6 months, in the Burgundian style, to give more texture and complexity to the wine. 14.5% AWARDS & ACCOLADES  - 92 POINTS "
Chateau Pichon Longueville Comtesse de lalande Reserve Pauillac 2019," Chateau Pichon Longueville Comtesse de lalande Reserve Pauillac Chateau Pichon Longueville Comtesse de Lalande Reserve Pauillac deserves your full, undivided attention. Too often, the wines of this historic Pauillac estate are compared to its Pichon sibling Château Pichon Longueville Baron or its First Growth neighbour Lafite. While Pichon Lalande can more than hold its own amid this esteemed company, comparisons can distract from its distinct, expressive character.Chateau Pichon Longueville Comtesse de lalande Reserve Pauillac is a heady concoction of inky dark fruit, graphite, new leather, licorice, lavender, spice and grilled herbs soars out of the glass. The 2018 is rich and expansive yet retains a super-classic vertical feel. Plush, silky tannins add to its immeasurable pedigree. Cellar the 2018 for a decade or so, if patience permits. It's a stellar wine in the making. The ""Comtesse"" is now owned by Champagne house Louis Roederer and managed by the brilliant wine-maker Nicolas Glumineau, the man who made the awesome Montrose 2009 and 2010 before coming here. A blend of 60% Cabernet Sauvignon and 40% Merlot. Grapes are harvested and sorted by hand, and then macerated for 20-30 days and fermented at 28-32°C in temperature controlled stainless steel vats of varying size. The wine is then transferred into oak barrels for aging after finishing its malolactic fermentation.2018A new winery has just been built. The assemblage is quite typically Pauillac this year with 71% Cabernet Sauvignon, 23% Merlot, 5% Cabernet Franc and 1% Petit Verdot. Harvested for nearly a month from 13th September to 11th October. Alcohol 14 degrees. Nicolas describes this wine as being ""A true Pauillac, albeit in the Pichon Lalande style"" and a hypothetical blend of the 2010 and 2016.Interested in more wines from Bordeaux?13.0%   AWARDS & ACCOLADES The second wine of the Château, the 2018 Reserve De Comtesse De Lalande checks in as 53% Cabernet Sauvignon and 42% Merlot, with the balance Petit Verdot and Cabernet Franc. Terrific classic Pauillac notes of blackcurrants, lead pencil shavings, leafy tobacco, and chocolate define this beauty, and it's medium to full-bodied, with a layered, balanced, pure character, present yet ripe tannins, and a great finish. As I wrote last year, it tastes more like a Grand Vin than a second wine. The larger Merlot component shows here compared to its more Cabernet Sauvignon-dominated big brother, and it's a much more plush, silky, sexy wine that already offers loads of pleasure. It's going to evolve for two decades and is well worth seeking out.-98 POINTS This famous estate at the southern end of Pauillac has produced a powerful wine. Packed blackberry fruits, laced with acidity, are just starting out on a long journey along with the tannins. The wine's elegance is beautifully preserved within the structure. With considerable potential, the wine should not be drunk before 2027. *Cellar Selection Aromas of dried violets, blackcurrants, oyster shells, ink and bitter chocolate. It’s medium-to full-bodied with firm, tight-grained tannins. Concentrated and tight with an nicely austere finish. Needs a few years to soften. "
José Pariente Verdejo 2019," José Pariente Verdejo 2019 José Pariente Verdejo is the flagship wine of Bodegas José Pariente. The freshest, most elegant and authentic expression of their native variety.     Straw yellow colour with subtle green reflections. The complex and intense bouquet has a distinctive range from white peach, white stone fruit and lemon citrus to nuances of fennel and balsamic aniseed. All over a stoney mineral backbone. The unctuous and fresh palate has a crisp acidity, with fruity flavours and a touch of bitterness at the end.    100% Verdejo from 30-year-old vineyards and a selection of old vines. The vineyard is located in the highlands of the Duero River and planted in rocky soils. This area is very poor in organic matter and has a harsh and variable continental climate, typical of the Valladolid province. The hand harvest is done at night, taking advantage of low temperatures to help preserve the flavour of the grapes. Cold maceration lasts for 8–12 hours before pneumatic pressing. The must ferments in stainless steel tanks at low temperature. After fermentation the wine matures on its lees over 4 months. Finally, the wine goes through filtration and bottling.Check out another Spanish white. 13%AWARDS & ACCOLADES - 92 POINTS  "
L’Ormarins Brut Classique," L’Ormarins Brut Classique L’Ormarins Brut Classique is poised and elegant with a lingering aftertaste. Smells like an apple and cinnamon tart with biscuit-y nuances. Bright, vivacious and crisp in the mouth with its fine bubbles and harmonious balance of acidity and fruit flavours. Tangly lime and green apple are smoothed over with creamy lees notes of biscuit and sourdough.  Blend of 59% Chardonnay and 41% Pinot Noir. Pinot Noir grapes are mainly from L’Ormarins (Franschhoek) with a smaller portion from Altima (Elandskloof), Darling and Robertson. Chardonnay grapes come mainly from L'Ormarins' Rooderust farm (Darling area) and a smaller portion from L’Ormarins (Franschhoek) and Robertson. The Pinot Noir vineyards at Altima (Elandskloof) are the only Pinot Noir vineyards in South Africa at a very high altitude using the posted vine method (stok-by-paaltjie). The Pinot Noir vineyards at L’Ormarins are situated on moderate to steep slopes with an altitude ranging between 178–188 metres above sea level. The soils are mainly decomposed granite with alluvial sandy soils. The Chardonnay vineyards at Rooderust consist of decomposed shale with a larger percentage of clay in the composition. This soil type belongs to the Oakleaf group of soils, and are calcareous with excellent draining and water-retention properties. Hand-picking of both varieties in the early morning at 18–20°C, then whole bunch pressing. The free run juice settles and commences fermentation. After fermentation, the wine settles and is racked on lees. Filtering and sweetening of the base wine before bottling in preparation for second fermentation. Adding of yeast to the base wine during bottling. A long, slow second fermentation for 2–4 years of bottle maturation on lees. Dosage is added during disgorging, then the bottles are kept for 3 months after disgorging before its release to the market. AWARDS & ACCOLADES  - 4 STARS   "
Baia's Wine Tsitska Dry White 2021," Baia's Wine Tsitska Dry White 2021         From a women-empowered Georgian winery. Baia's Wine Tsitska White is made with an indigenous Georgian grape variety using an ancient Qvevri winemaking process. Certified organic.Pale amber colour with golden hues. Light and crisp aromas of quince, green apple, melon and wild pear. These fruity aromas follow through to the palate, which reveals a hazelnut hint and sweet undertones of honeycomb. Dry and bodied with a vibrant acidity. Closes in a long, pleasant quince and honey finish.                     100% Tsitska. This indigenous Georgian grape variety comes from Baia's Wine vineyards on their estate in the village of Obcha. Obcha is located east of the Sairme Mountains and receives a slightly higher angle of sun rays with greater solar intensity. Cold and heavy air that collects between the high peaks of the Sairme Mountains during the night drains off the heights to join cold moist air. This creates a double cooling effect and cool nighttime temperatures, which are critical in developing high-quality grapes.    At an altitude of 324 metres, Baia's vineyards offer an ideal location and unique microclimate to grow premium grapes. The alluvial soils comprise of clay, gravel, sand and limestone.  After hand-picking, sorting and destemming, the grapes go through a gentle pressing. The resulting juice and skins go into Qvevri, where it macerates with full skin contact for 1 month. Following this, the wine ferments in Qvevri with wild yeasts and without any skin contact for 6 months. Bottling without filtration. Very low sulphites and minimal intervention.   Want to know more about Qvevri winemaking? Qvevri winemaking is practiced throughout Georgia, particularly in village communities where unique varieties of grapes are grown.The name Qvevri refers specifically to the large lemon-shaped terracotta pots that are buried in the ground up to their necks during wine fermentation and maturation.Burying the pots is an ancient form of refrigeration since temperatures are cooler underground. This provides a longer maceration period for grapes on fermenting must, which would otherwise cause wine to spoil above ground. The extended maceration period develops an increase in aroma and flavour profiles in Qvevri wines.    Interested in other wines made from unique indigenous grapes? Check out Anatolikos Malagousia Wild White 2019.      13.3%           "
Chizay Furmint 2019," The exquisite dry white wine is made from Furmint grape variety and this wine was aged in French oak barrels for 9 months. A bright bouquet of wine reveals a variety of fruity aromas with tones of citrus, vanilla, almond and mineral nuances. The taste of the wine is pleasant, balanced, with bright acidity and long aftertaste. Furmint is the most prominant white grape variety in Hungary, but it is also planted across the border in Transcarpathian region in Ukraine which was also part of Austria-Hungary in the past. Furmint is known for its sharp acidity and is one of the most respected indigenous white grape varieties in the world. "
Canaan Chapter and Verse Mastery Pinot Noir 2017," Canaan Chapter and Verse Mastery Pinot Noir 2017 Canaan Chapter and Verse Mastery Pinot Noir is among China's best Pinots. Medium red gem colour. Opens with a nose of stewed cherries, plums and spice. The fairly lean bodied palate is dry with fine tannins, good balance and a lifted velvety texture. Juicy red cherries and ripe plum flavours over subtle coffee oak spices and hints of tobacco. Fun Fact:  Canaan Winery uses the label ""Shi Bai Pian"" in order to avoid confusion with the brand Kanaan in the Ningxia region. The term ""Shi Bai Pian"" (translates directly as ""A Hundred Poems"") was coined by acclaimed Chinese poet Du Fu from the Tang Dynasty when he composed the poem 'Eight Immortals of the Wine Cup'. Basically, elite scholars and influential people in the Tang Dynasty loved to gather and drink fine wines together. This inspired Du Fu to write 'Ode to Eight Wine Immortals', a humorous piece that pictures eight of his contemporaries (well respected men who were politicians, poets, musicians and calligraphers) as huge drunks. Canaan uses the name ""Chapter and Verse"" as an English tribute to ""Shi Bai Pian"". It celebrates the creative and devoted vignerons who made fine wines possible and also shares the story of Canaan's passionate people who have been toiling all year round to bring you the best of what nature has offered them.  100% Pinot Noir. The fruit for this wine comes from Canaan Winery's 600 hectare vineyards in Huailai, Hebei. Historical documents reveal that there have been over 1,200 years of grape growing records within Huailai. Huailai is adjacent to Guan Tin Lake, a water body of 290 square km surface, that serves as a natural air temperature regulator. Mountain ranges situated to the north and south of Canaan vineyards channel seasonal NW dry air from the North, which substantially reduces disease pressure to the grape vines. The vineyard sites that produce Pinot Noir sit at an altitude of 920–1,050 metres and have high gravel, sandy loam soils. Cold soaking of the fruit for 2–3 days; 7–10 days maceration; Malolactic fermentation in barrel; the wine then ages in French oak barrels for 14 months.   AWARDS & ACCOLADES    The 2017 Mastery Pinot Noir (92 points) from an elevated vineyard at around 1,000m above sea level is among China’s best pinots with its Marlborough-like purity and ethereal forestry fruit.  - 91 POINTS  "
Baia's Wine Krakhuna White 2021," Baia's Wine Krakhuna White 2021         Can't wait to crack open this crispy Krakhuna White. Baia's Wine Krakhuna White is made with an indigenous Georgian grape variety using an ancient Qvevri winemaking process. Certified organic.  Fun Fact: Krakhuna means ""crispy"" in the Imeritian dialect.Pale amber colour with golden hues. Crystal clear aromas of ripe banana, persimmon, apricot and citrus. These fruity aromas follow through to the palate. Reveals a gorgeous contrast of honeycomb, almonds and sweet spice flavours on the mid-palate. Mineral-driven with a precise balance of acidity and chalky tannins that provides a vibrant freshness. Closes in a long, clean yellow plum and citrus finish.                       100% Krakhuna. This indigenous Georgian grape variety comes from Baia's Wine vineyards on their estate in the village of Obcha. Obcha is located east of the Sairme Mountains and receives a slightly higher angle of sun rays with greater solar intensity. Cold and heavy air that collects between the high peaks of the Sairme Mountains during the night drains off the heights to join cold moist air. This creates a double cooling effect and cool nighttime temperatures, which are critical in developing high-quality grapes.    At an altitude of 324 metres, Baia's vineyards offer an ideal location and unique microclimate to grow premium grapes. The alluvial soils comprise of clay, gravel, sand and limestone.After hand-picking, sorting and destemming, the grapes go through a gentle pressing. The resulting juice and a percentage of skins go into Qvevri, where spontaneous fermentation begins. Maceration lasts for 3 months with only 30% of skins and wild yeasts. Bottling without filtration. Very low sulphites and minimal intervention.  Want to know more about Qvevri winemaking? Qvevri winemaking is practiced throughout Georgia, particularly in village communities where unique varieties of grapes are grown.The name Qvevri refers specifically to the large lemon-shaped terracotta pots that are buried in the ground up to their necks during wine fermentation and maturation.Burying the pots is an ancient form of refrigeration since temperatures are cooler underground. This provides a longer maceration period for grapes on fermenting must, which would otherwise cause wine to spoil above ground. The extended maceration period develops an increase in aroma and flavour profiles in Qvevri wines.     Interested in other wines made from unique indigenous grapes? Check out Anatolikos Malagousia Wild White 2019.        13%           "
"Tarlant ""Zero"" Brut Nature Champagne NV"," Tarlant ""Zero"" Brut Nature Champagne NV Do you like dry Champagne? A real brut style? Well, this is it-a no-dosage-added beauty from Tarlant! Tarlant ""Zero"" Brut Nature Champagne is a vibrant, even electric style of bubble, with no additional sweetness added to cloud the purity of its flavor. Unlike some other ""ultra brut"" Champagnes, this wine has great texture and richness, mostly from a generous use of reserve wines and barrel aging. s a frank fresh champagne that unveils all that the grapes and soil have to say. This Brut Nature is rare and remarkable in the balance of the three varieties benefiting from methods of cultivation which respect nature, and which are specially selected at perfect maturity.This bottle is golden with greenish hue. It has fine bubbles and fresh scents of honey, lemon and mandarin. It opens to a lively citrusy freshness and long finish. Aged in neutral barrel, but never allowed to go through malolactic (a secondary fermentation contributing to a rounder, richer mouthfeel and softer acids), this has weight and sheer power but also incredibly fresh.34% Chardonnay, 33% Pinot Meunier, 33% Pinot Noir.12%Also look out for other Champagnes. AWARDS & ACCOLADES This has an engaging sense of raw fruit on the nose with fresh citrus, dried peach, strawberries and pears. The palate is impressively zesty and carries plenty of tart lemon flavor. Powerful, dry finish. Drink now.Tarlant’s NV Brut Nature Zero is, as always, a wonderful introduction to these wines. The non-dosé style lends energy to the citrus, crushed flower and dried herb flavors. Crisp, energetic and beautifully taut, the Brut Nature Zero is a Champagne of pedigree and class, especially within its peer group. This release is based on the 2010 vintage, with the addition of some reserve wines, and was disgorged on January 8, 2018, with much more time on the lees for a NV entry-level wine. All of the estate’s attention to detail comes through in this gorgeous Champagne. - 92 PointsRich hints of roasted nut and salted butter underscore the palate's black cherry and lemon curd flavors in this dry, lacy Champagne. Balanced, though firm, with a streak of salty mineral lingering on the crisp finish. Disgorged February 2018. Drink now through 2025. 650 cases imported. - 15.5 / 20 "
Bodegas Muga Rioja Reserva 2017," Bodegas Muga Rioja Reserva 2017 A masterclass in oak ageing. Bodegas Muga Rioja Reserva 2017 rewards you with wonderful ripe fruit sensitively enhanced by spicy new oak. Medium ruby-red colour with brick highlights. Attractive blueberry, cherry, plum and forest berry fruit aromas with a hint of liquorice and chocolate. The medium-bodied palate offers a lovely balance of ripe red and black fruit with hints of chocolate and roasted coffee beans, silky tannins and a lingering finish. Ageing potential: Drink now or cellar until 2030!         70% Tempranillo, 20% Garnacha Tinta and 10% Graciano. The grapes for this wine grow in clay-limestone soils from the Tertiary era. Manual harvesting of the grapes. Fermentation with indigenous yeasts in oak vats. The wine ages for 24 months in casks made in Muga's cooperage. Prior to bottling, the wine goes through fining with fresh egg white. After bottling, the wine undergoes a rounding process for 12 months in their cellar. Check out other wines from Rioja we've got here!         14.5% AWARDS & ACCOLADES   Lovely, succulent red with juicy berries and plums, together with some chocolate, spice, walnut and cedar. It’s medium-bodied with round tannins and a flavorful finish. Touch of dried fruit in the center palate. A pretty combination of savory and fresh-fruit character. Some orange peel as well. A baby Prado Enea.   The red 2017 Reserva, which is sold as Crianza in Spain, is their most popular wine, representing half of the total production of the firm. As is the norm here, it fermented in oak vats and matured in barrels, in this case for 24 months, crafted by their own coopers. The wine is fined with egg whites and kept in bottle for a further 12 months before it's released. I had the wine in the glass for a very long time, and it didn't stop improving; it started a little lactic and creamy, and then it got more and more serious. This is the only red they produced this vintage, so all the best grapes that normally go to other wines were used here; those selected grapes helped to keep the volume of this cuvée, and at the same time, it seems to have boosted the quality of this wine, which feels every bit as good as the 2016. It has a serious palate with fine, chalky tannins and very good balance. This is a textbook Muga red and a triumph over the conditions of the year, elegant and balanced, approachable now and with potential to age. WILFRED WONG OF   - 93 POINTS  After my 1993 visit to Bodegas Muga, I became a lifelong fan of the winery's impressive body of work. The 2017 Reserve is superb from start to finish and is one of the best red wines I have tasted over the past two years. This wine has all of its components in the right place. TASTING NOTES: This wine exhibits excellent aromas and flavors of black fruit, complimentary oak nuances, and earth. Serve it with a mixed grilled and enjoy! (Tasted: March 21, 2021, San Francisco, CA)  - 91 POINTS "
Ardèvol Anjoli 2016," Ardèvol Anjoli 2016    Ardèvol Anjoli is a fresh, fruit forward red wine from the Priorat region of Spain. Opaque ruby colour with a violet hue. The bouquet is brimming with ripe dark berry, liquorice, cherry and tobacco aromas. The medium to full bodied palate is dry with chewy tannins and a juicy acidity. Blackberry, cherry and currant flavours with a touch of vanilla, liquorice and minerals. A blend of 40% Garnacha, 40% Cabernet Sauvignon, 10% Merlot and 10% Syrah. The fruit comes from Celler Ardèvol's vineyards in the Priorat region of Spain. The Ardèvol family has been growing vines in the village of Porrera since the 13th century. Directly carved on the rock, the old family cellar is placed in the basement of one of the oldest and most picturesque country houses in the village.  Fermentation in temperature-controlled stainless steel tanks. The wine ages for 16 months in third and fourth fill French oak barrels. Ageing potential: up to 10 years from vintage.      AWARDS & ACCOLADES   - 90 POINTS   "
Champagne Virginie T Rose NV," Champagne Virginie T Rose NV Champagne Virginie T Rosé has an elaboration of delicate fruit flavours and beautiful bright pink hue, making it stand out among the best. It has fruity aromas of red cherry and strawberries. This Rosé has a high acidity that complements the refreshing notes of red fruits. The well-balanced notes and dry finish, makes this a great bottle for a variety of food, ranging from salmon to duck and even a lovely berries dessert.The bottle is made from a blend of 55% Chardonnay and 25% Pinot Noir, 6% Pinot Meunier, 14% AOC Rouge (Pinot Noir / Pinot Meunier). These grapes come mostly from vineyards that are classified “Grands et Premiers Crus” with a small percentage vinified in red sourced from the famous region of Bouzi in Champagne.Bottled in April 2012, with more than 6 years of ageing, this Rosé has reached the perfect balance of fruitiness, maturity and freshness that characterized brilliantly great Champagne Rosé. It is in the cellars that the Champagnes become sparkling, due to a second fermentation in the bottle. The prolonged ageing on the lees in the cellars under perfect conditions in terms of temperature and humidity allows the flourishing aromas of the vintage and significantly enhances the taste of the Champagnes.Explore other Champagnes that we have.12%  "
"Ferro 13 Negroamaro Puglia ""Hipster"" IGT 2021"," Ferro 13 Negroamaro Puglia ""Hipster"" IGT 2021 A blend of 85% Negroamaro, 15% others. I am a mix of traditions and cultures. My style easily blends t-shirts, sneakers and a hat with my perfect moustache. I can be open and mysterious at the same time, my bouquet is complex, recalling red fruit and berries and notes of pepper and spices. The grape harvest takes place in several stages. The first harvest takes place at the peak of aromatic ripeness to ensure integrity and typicality. The second harvest takes place following extended maturation. The vinification process occurs separately for each harvest and maturation. Once these two parts are mixed, the wine rests in a vat for a month before bottling.  IF I WERE MUSIC   13% "
Millaman Limited Reserve Barrel Aged Malbec 2019," Millaman Limited Reserve Barrel Aged Malbec             Millaman Limited Reserve Malbec is a complex wine. At first, it eludes highlights of black fruits such as berries, mulberry and blueberry, then it opens to floral notes and small notes of spices. On the palate, it has silky-smooth tannins, with sweet notes and balanced acidity. Long oaky finish with a hint of vanilla and leather.The vineyard is planted on soils of alluvial origin, with good water infiltration and optimal conditions for the development of the vines.The soil is alluvial with different textures, created by the river, which leaves rocks, sand, gravel and basically clay.Peteroa is located 200kms South of Santiago. The climate is Mediterranean and is highly influenced by the Pacific's anticyclone. The annual precipitation is of 600 millimeters and happens mostly during the winter. The summers are usually warm, with a big amount of solar light and cold nights which allow us to have high-quality grapes. The proximity of the Mataquito River, which is bordering our 70 year old vineyards, creates a microclimate and balances the temperature.The winemaking techinque its oriented to obtain very aromatic and elegant wines. The grapes are destemmed and ground gently for a long cold maceration. The fermentation temperatures were moderate for a smooth extraction of the tannins; fermentation with selected yeasts; extended contact with the skin; complete malolactic fermentation. Aged in French oak barrels for 12 months.Check out the Malbecs in Mendoza.                         14.1% AWARDS & ACCOLADES  "
Poggerino Chianti Classico Riserva Bugialla 2018," Poggerino Chianti Classico Riserva Bugialla 2018 Poggerino Chianti Classico Riserve Bugialla is intense, robust and structured. Bright ruby red colour. The nose opens with a medley of blackberry, leather, cherry and currant aromas that have a touch of liquorice and vanilla. The aromas follow through to the full-bodied and dry palate, where it meets firm and persistent tannins.  100% Sangiovese from Poggerino's vineyards in Radda, Chianti. Poggerino’s vineyards sit 400–500 metres above sea level and face south-southwest. The soil is very rocky due to the breakup of local “galestro” rock, which provides optimal drainage. These factors are all essential in the quest to produce great Sangiovese. Manual harvest beginning the last week of September. After a careful selection in the vineyard, the grapes go through destemming and pressing. Alcoholic fermentation begins without the addition of selected yeasts and proceeds at 28°–30°C. The entire process of vinification and maceration takes place in concrete tanks for approximately 55 days with pumpovers and manual punchdowns. In December, the new wine is racked to casks of 20/25hl of Slavonian oak where the malolactic fermentation takes place. After ageing for 18 months, the wine is assembled bottled. The wine ages for a minimum of 12 months before sale. Ageing potential: 2023–2027.   AWARDS & ACCOLADES  - 17/20   Notes of blackberries and herbs flatter the nose; the start is juicy, combines close-meshed tannins with strong acidity, the finish on raspberry and flower notes.  - 96 POINTS   Extremely fascinating, it immediately captivates thanks to a sensory profile that gives notes of wet violet, agapanthus flowers, blue plums, white pepper, melted chocolate and chopped almonds. Full body, velvety tannins and a warm and enveloping finish. Better from 2022.  - 90 POINTS "
"Meinklang Österreich ""Tag"" Edition 2"," Meinklang Österreich ""Tag"" Edition 2 Meinklang Österreich ""Tag"" Edition 2 has the energy of a summer afternoon. Pure, bright and electrifying with its citrusy, hay and meadow flower nose. The palate has a perky acidity, tannic grip and long-lasting persistence. Clear hit of grapefruit in the mouth that preludes a yellow-fleshed fruit and creamy texture, mandarin rose petals and a hint of black pepper. Bright yet delicate.   Fun Fact: Tag Edition 2 is the second in a line composed of four wines. The names of each recalls the four periods of the day and symbols of the four seasons are found on the colourful, artistic and eye catching labels.  100% Grüner Veltliner. The vines have an average age of 35 years and grow in sandy loam and clay soils. Meinklang's certified organic and biodynamic vineyards are located in Pamhagen, Austria. Pamhagen is in the middle of the (World Heritage Site) National Park Neusiedlersee, on the Eastern side of the Neusiedlersee Lake, bordering directly on the Hungarian lowlands. The vineyards are fertilised with compost produced on the farm using sheep, cow and horse manure, pomace, green waste and occasionally also rock dust. Whole cluster fermentation in small open containers. Ages in concrete eggs "
Casarena Areyna Torrontés 2020," Casarena Areyna Torrontés 2020     Casarena Areyna Torrontés has a tight profile, elegant tension and beautiful citrus notes. Clear light golden colour with green tones. Pink grapefruit and lemon peel nose with floral notes of rose petals and wild white flowers. Vibrant acidity on the dry, medium to low-bodied palate. Modern, fresh and unique style of Torrontés that exudes flavours of Meyer lemon, pear, lychee and a hint of vanilla. Closes with a slightly salty and mouthwateringly acidic aftertaste.            100% Torrontes from vines with an average age of 43 years in the remote northern Valle de Cafayate. The pergola style vineyard has a semi-arid climate and soils that are predominantly alluvial with deep sandy texture.Manual harvest of the grapes with strict selection. After a careful destemming, the fruit soaks in water briefly for more colour and flavour extraction. A gentle pressing follows and the juice is left to rest in cool temperatures to allow the coarser components to settle. The clean juice undergoes spontaneous alcoholic fermentation over 3 weeks with wild yeasts in temperature-controlled (14–16°C) stainless steel tanks. The young wine then moves to used French oak barriques for malolactic fermentation and ages in the same barrels for 6 months. Light filtering and bottling.Ageing potential: 2+ years.          How about an Argentine Red? Catena Zapata Cabernet Sauvignon 201813.2% AWARDS & ACCOLADES  "
Abrau-Durso Blanc de Blancs Brut d’Or 2018," Abrau-Durso Blanc de Blancs Brut d’Or 2018 Abrau-Durso Blanc de Blancs Brut is an award-winning Russian sparkling wine. Subtle gold colour with straw-yellow reflections. Fresh and intense bouquet of buttery pastry, brioche, white flowers and a hint of apples. Soft mouthfeel and creamy texture. Full-bodied palate of fresh green apple and lemon citrus fruit flavours with complex mineral notes. Closes in an afterglow of mineral notes. Excellent as an aperitif!       100% Chardonnay. Assembling the finest quality Chardonnays of the same vintage in different parts of the Abrau-Durso vineyards. Harvesting the grapes with special care so as not to damage the berries and stems, they are then kept cold before pressing. Second fermentation takes place in deep mountain tunnels. Riddling is done both manually and automatically. The wine ages on lees for about 3 to 4 years.      The terroir of Abrau-Durso includes a unique soft climate, an authentic composition of soils and a special compass rose of Caucasus foothills. The wind carries aromas of local nature into the vineyards, which the wine styles reflect. The winds of Abrau-Durso valley in the foothills of Navagir Mountains create a mixture of dry herb, steppe flowers, salty sea and fresh lake aromas.  Millions of years ago, Abrau-Durso vineyards were the ocean floor. Today, sea minerals give power to the vines. Limestone dominates the soils, which makes it similar to some of the world’s best winemaking areas (such as Chablis). The proximity of the Black Sea and the green forests of the North Caucasus National Park create the perfect conditions for Abrau-Durso’s vineyards. Located amphitheatrically in between green hills, they get the most of the sun. The proximity of the sea is especially important at night when the vines need a chill for the grapes to ripen in the right way.    12% How about a Red from Greece? Check out Anatolikos Fine Mavroudi of Thrace Red 2017. AWARDS & ACCOLADES  "
Leeu Passant Stellenbosch Cabernet Sauvignon 2019," Leeu Passant Stellenbosch Cabernet Sauvignon 2019       This classically aromatic Cabernet Sauvignon invites with notes of mulberry, dried orange rind, pencil shavings and Kapokbos [wild rosemary] on the nose. The palate rewards with a medley of cassis and fresh Sapphire plum, which are cupped by elegant, silky tannins. The richness and power of this wine are balanced by beautiful freshness and finesse.  A blend of parcels from the cooler parts of Stellenbosch. From one parcel of 39 year old dry farmed bush vine Cabernet Sauvignon planted in deep alluvial soils of Firgrove; 2 parcels planted on the slopes of the Helderberg Mountain and one parcel planted in the deep decomposed Granite soils of the Polkadraai Hills.  Balance and elegance is paramount to our approach in the vineyard and the winery. The grapes were hand-harvested and destemmed to tanks with only minimal SO2 added. After about 4 days the indigenous yeast fermentation began, and the wine was pigeaged or pumped-over twice a day during this period. Temperatures were not allowed to exceed 28°C and fermentation lasted 10 to 18 days, followed by 3 weeks extended maceration, after which the wine was drained and pressed to barrels. In the late winter, the wines were racked, then blended in spring and bottled after 20 months in barrel.   Check out other Reds from Mullineux.        AWARDS & ACCOLADES  - 93 POINTS               "
Tussock Jumper Zinfandel 2018," Tussock Jumper Zinfandel 2018 Tussock Jumper Zinfandel is a hearty wine that hails from California, USA.Dark ruby red colour. The bouquet opens with ripe blackcurrant, blackberry and vanilla notes. The full-bodied palate is well-balanced with a juicy acidity, soft tannins, ripe fruit flavours that extend to a long finish. Silky smooth fruit bomb of blackberries, cassis and strawberries with a touch of pepper, vanilla and earthy spices. Closes in a crisp spicy finish.100% Zinfandel. The grapes come from vineyards in the Lodi area of California's Sacramento River Delta. Lodi is an emerging star for producing intense, fruity Zinfandel with ripe berry flavours. The grapes cool off on warm Central Valley days thanks to breezes off the Delta, extending the growing season and adding layers of flavour.After fermentation, a gentle pressing of the must adds flavour and colour, while avoiding the overly drying tannins found in the seeds. The full malolactic conversion softens the acids and add complexity to the nose. The wine ages on oak at cool temperatures until it is ready for the final blend.15.5%Check out our wide range of Cali wines here!   AWARDS & ACCOLADES Best Value California Wine Spectator (USA) This full-bodied wine offers earthy, funky, black peppery aromas followed by good blackberry and strawberry flavors on a rich texture. "
